name,market,funding_amount,status,country,region,funding_rounds,founded_at,first_funding_at,last_funding_at
Health Essentials, Biotechnology ,1006102,operating,USA,Orange County. California,2,820454400,1351123200,1375401600
Health eVillages, Biotechnology ,58000,operating,USA,Boston,1,1293840000,1377561600,1377561600
healthfinch, Software ,750000,operating,USA,Huntsville,1,1249084800,1367366400,1367366400
HealthFleet.com, Biotechnology ,723723,operating,USA,Hartford,1,1230768000,1367798400,1367798400
HealthFusion, Software ,2242196,operating,USA,San Diego,2,883612800,1262563200,1342483200
Health Gorilla, Big Data ,1700000,operating,USA,SF Bay Area,2,1321056000,1378080000,1408492800
Health Hero Network(Bosch Healthcare), Software ,16000000,acquired,USA,SF Bay Area,1,567993600,1163721600,1163721600
Healthify, Heathcare ,500000,operating,USA,New York City,2,1378857600,1380153600,1400025600
HealthiNation, Health and Wellness ,12000000,operating,USA,New York City,2,1112313600,1167609600,1222732800
Health Integrated, Biotechnology ,8193628,operating,USA,Tampa,5,820454400,1041379200,1402444800
Healthline Networks, Health Care ,63500002,operating,USA,SF Bay Area,5,1009843200,1136073600,1399593600
HealthLoop, Health and Wellness ,10000000,operating,USA,California,1,1230768000,1386547200,1386547200
Health Market Science, Analytics ,13689377,operating,USA,Philadelphia,3,915148800,1240963200,1282521600
Health News, Software ,1000000,operating,USA,Las Vegas,1,1262304000,1303948800,1303948800
Health Options Worldwide, Health and Wellness ,597000,operating,USA,Newark,3,1228089600,1289779200,1318377600
Health Outcomes Sciences, Technology ,15748632,operating,USA,Overland Park,2,1262304000,1297900800,1394582400
HealthPlan Data Solutions, Biotechnology ,50000,operating,USA,Atlanta,1,1262304000,1313452800,1313452800
HealthPocket, Health Care ,2000000,acquired,USA,SF Bay Area,1,1325376000,1345593600,1345593600
Healthpointz, Gamification ,50000,operating,USA,Detroit,1,1386979200,1371513600,1371513600
HealthPrize Technologies, Health and Wellness ,8532000,operating,USA,Hartford,5,1251763200,1305158400,1408492800
HealthQx, Software ,250000,operating,USA,Philadelphia,1,1325376000,1395792000,1395792000
Healthrageous, Hardware + Software ,15000000,operating,USA,Boston,3,1262304000,1310083200,1370736000
HealthRally, Social Media ,400000,operating,USA,SF Bay Area,2,1267401600,1322697600,1325376000
Health Recovery Solutions, Hospitals ,849999,operating,USA,New York City,3,1326585600,1342656000,1391299200
Health Revenue Assurance Holdings, Analytics ,5400000,operating,USA,Ft. Lauderdale,1,978307200,1384473600,1384473600
HealthScripts of America, Biotechnology ,1920000,operating,USA,Houston,5,1356998400,1380240000,1400457600
Healthsense, Biotechnology ,32130000,operating,USA,Minnesota,8,978307200,1238544000,1408406400
HealthSmart Holdings, Biotechnology ,15999996,operating,USA,California,1,410227200,1326412800,1326412800
HealthSource, None ,6100000,operating,USA,Boston,1,1328054400,1392249600,1392249600
HealthSpring, Hospitals ,3700000,acquired,USA,Bangor,1,946684800,1371600000,1371600000
Health Strategies Group, Advertising ,17890311,operating,USA,Lambertville,1,694224000,1236211200,1236211200
HealthStream, Enterprise Software ,2400000,operating,USA,Nashville,1,631152000,1395187200,1395187200
HealthSynch, Biotechnology ,925000,operating,GBR,London,2,1325376000,1352246400,1363910400
HealthTap, Heathcare ,38250000,operating,USA,SF Bay Area,5,1262304000,1262304000,1367971200
HealthTell, Biotechnology and Semiconductor ,13486929,operating,USA,SF Bay Area,2,1262304000,1376956800,1402617600
HealthUnity, Biotechnology ,3814840,operating,USA,Omaha,3,1072915200,1146182400,1287705600
HealthUnlocked, Social Network Media ,2000000,operating,GBR,London,1,1262304000,1371513600,1371513600
HealthWarehouse.com, E-Commerce ,17620401,operating,USA,Loveland,7,1188432000,1240790400,1409011200
Health Warrior, Specialty Foods ,3300000,operating,USA,SF Bay Area,1,1293840000,1405641600,1405641600
HealthWave, None ,1413497,operating,KOR,Seoul,2,1242604800,1388016000,1391385600
Health Wildcatters, Startups ,4600000,operating,USA,Atlanta,1,1367366400,1402358400,1402358400
HealthyMe Mobile Solutions, Hospitals ,50000,operating,USA,St. Louis,1,1352073600,1377993600,1377993600
HealthyRoad, Risk Management ,40000,operating,PRT,Castelo Branco,1,1359676800,1401580800,1401580800
Healthy Stove. Inc., Consumer Electronics ,75000,operating,USA,SF Bay Area,1,1320969600,1328054400,1328054400
Heap, Analytics ,2000000,operating,USA,SF Bay Area,1,1356998400,1377561600,1377561600
Hearsay Social, Financial Services ,51000000,operating,USA,SF Bay Area,3,1230768000,1296691200,1378339200
Heartbeat, E-Commerce ,20000,operating,USA,New York City,1,1293840000,1304208000,1304208000
HeartFlow, Biotechnology ,136715918,operating,USA,SF Bay Area,4,1167609600,1271635200,1393459200
Heartland Dental Care, Health and Wellness ,1572000,operating,USA,Springfield. Illinois,1,315532800,1307059200,1307059200
Heartscape, Health Care ,16980998,acquired,USA,Baltimore,1,946684800,1177372800,1177372800
HeartWare International, Hardware + Software ,55000000,operating,USA,Boston,1,1072915200,1250208000,1250208000
Heat Biologics, Health Care ,15599800,operating,USA,Raleigh,4,1199145600,1258502400,1408924800
Heath Robinson Museum, Nonprofits ,1716931,operating,GBR,London,1,694224000,1387497600,1387497600
HeatSync, Analytics ,500000,operating,USA,Los Angeles,1,1364860800,1356998400,1356998400
Heatwave Interactive, Games ,12600000,operating,USA,Austin,2,1199145600,1217289600,1279584000
Heavy, Advertising ,33000000,operating,USA,New York City,3,915148800,983404800,1168214400
Heckyl, Finance ,4750000,operating,IND,Mumbai,3,1291852800,1325376000,1386633600
Hector Beverages, Hospitality ,8000000,operating,IND,Haryana,1,1230768000,1369008000,1369008000
Hedgeable, Finance Technology ,100000,operating,USA,New York City,1,1238544000,1380672000,1380672000
HedgeCo, Finance ,3000000,operating,USA,Palm Beaches,2,1009843200,1207785600,1381881600
Hedge Community, Curated Web ,1168900,operating,USA,New York City,1,1230768000,1261526400,1261526400
Hedvig, Software ,12500001,operating,USA,SF Bay Area,2,1325376000,1339027200,1372032000
HeiaHeia.com, Fitness ,1929900,operating,FIN,Helsinki,1,1262304000,1397606400,1397606400
Heirloom Computing, IaaS ,3000000,operating,USA,SF Bay Area,1,1285891200,1377216000,1377216000
Heliatek, Clean Technology ,27000000,operating,DEU,Sachsen,1,1136073600,1259193600,1259193600
Helical IT Solutions, Software ,2500000,operating,IND,Hyderabad,1,1325376000,1368144000,1368144000
Helicomm, Web Hosting ,1000000,closed,USA,San Diego,1,1009843200,1142899200,1142899200
Helios Digital Learning, Education ,200000,operating,USA,Chicago,1,1356998400,1360540800,1360540800
Helios Innovative Technologies, Biotechnology ,500009,operating,USA,Syracuse,1,1325376000,1365552000,1365552000
Heliospectra, Clean Technology ,4475888,operating,SWE,Gothenburg,1,1136073600,1318291200,1318291200
Helios Towers Africa, Telecommunications ,630000000,operating,GBR,London,1,1104537600,1404950400,1404950400
Helioz R&D, Clean Technology ,1000000,operating,AUT,Vienna,1,1277510400,1289433600,1289433600
Helishopter, E-Commerce ,700000,operating,SWE,Stockholm,1,1296518400,1341100800,1341100800
Helium Systems, Internet of Things ,2800000,operating,USA,SF Bay Area,1,1372636800,1383264000,1383264000
Helixbind, Biotechnology ,1650000,operating,USA,Worcester,1,1325376000,1393200000,1393200000
HELIX BIOMEDIX, Biotechnology ,9378276,operating,USA,Seattle,3,567993600,1268352000,1367366400
Helix Health, Software ,12253817,operating,IRL,Dublin,1,536457600,1401321600,1401321600
Helixis, Biotechnology ,7333335,acquired,USA,San Diego,1,1167609600,1256083200,1256083200
Helix Therapeutics, Biotechnology ,3362500,closed,USA,Hartford,3,1136073600,1237420800,1290470400
HellHouse Media, Distribution ,250000,closed,USA,Seattle,1,1100908800,1234742400,1234742400
Hello Agent, Real Estate ,142500,operating,USA,Anaheim,1,1356998400,1383609600,1383609600
HelloBooks, Curated Web ,500000,operating,ARE,Dubai,1,1346457600,1346457600,1346457600
Hello Chair, Mobile ,889999,closed,USA,SF Bay Area,2,1136073600,1180656000,1271030400
HelloFresh, Hospitality ,67500000,operating,USA,New York City,3,1325376000,1355270400,1403049600
Hello Inc, E-Commerce ,12907283,operating,USA,SF Bay Area,2,1325376000,1390867200,1408665600
Hello Local Media ( HLM ), News ,50000,operating,RUS,Moscow,1,1330560000,1304208000,1304208000
Hello Mobile Inc., PaaS ,500000,operating,USA,SF Bay Area,1,1325376000,1361750400,1361750400
Hello Music, E-Commerce ,4000000,operating,USA,Los Angeles,1,1264118400,1264118400,1264118400
HelloWallet, Software ,16150000,acquired,USA,Washington D.C.,3,1230768000,1267747200,1327536000
Helmi Technologies, Software ,2500000,operating,FIN,Oulu,1,1072915200,1156809600,1156809600
Helpa, Games ,2000000,operating,USA,Los Angeles,1,1356998400,1356998400,1356998400
HelpAround, Social Search ,550000,operating,ISR,Tel Aviv,1,1356998400,1405641600,1405641600
Help.com, Software ,6000000,operating,USA,Austin,1,1388534400,1407196800,1407196800
Helpful Technologies, Software ,1412950,operating,USA,Ft. Lauderdale,3,1199145600,1230681600,1353628800
HelpHive, Local ,250000,closed,USA,Seattle,1,1199145600,1214870400,1214870400
HelpHub, Marketplaces ,250000,operating,CAN,Vancouver,1,1359676800,1395619200,1395619200
HelpingDoc, Health and Wellness ,1655236,operating,IND,New Delhi,2,1320105600,1293840000,1407369600
HelpMeNow, Software ,100000,operating,USA,SF Bay Area,1,1383264000,1396051200,1396051200
HelpMeRent.com, Home & Garden ,154000,closed,USA,Los Angeles,1,1285891200,1312156800,1312156800
Help Me Rent Magazine, Online Rental ,500000,operating,USA,Los Angeles,1,1262304000,1280620800,1280620800
Helpmycash, Finance ,3860000,operating,ESP,Barcelona,1,1167609600,1225324800,1225324800
Help Remedies, Biotechnology ,1431003,operating,USA,New York City,1,1167609600,1294185600,1294185600
Help Scout, Customer Service ,800000,operating,USA,Boston,3,1293840000,1298937600,1341100800
Helpshift. Inc., Customer Service ,13200000,operating,USA,SF Bay Area,2,1293840000,1351555200,1403568000
Helpstream, Customer Service ,8600000,operating,USA,SF Bay Area,1,1072915200,1204156800,1204156800
Helveta, Software ,30935270,operating,GBR,London,10,1072915200,1105401600,1371168000
Hemarina, Biotechnology ,4790000,operating,FRA,Bretagne,2,1172707200,1234742400,1278028800
HemaSource, Biotechnology ,13488000,operating,USA,Salt Lake City,1,883612800,1266451200,1266451200
Hemenkiralik.com, E-Commerce ,3500000,operating,TUR,Istanbul,2,1293840000,1345161600,1372377600
Hemera Biosciences, Biotechnology ,1299956,operating,USA,Boston,1,1262304000,1364774400,1364774400
HemoBioTech.Inc, Biotechnology ,160000,operating,USA,Atlanta,1,978307200,1257292800,1257292800
HemoShear, Biotechnology ,13150000,operating,USA,Washington D.C.,5,1199145600,1239753600,1399420800
HemoSonics, Health Care ,2289747,operating,USA,Washington D.C.,2,1072915200,1277683200,1370908800
Hemp Victory Exchange, Hospitality ,25000,operating,USA,Houston,1,1387843200,1387843200,1387843200
HEMS Technology, Clean Technology ,400000,operating,USA,Dallas,1,1111708800,1364083200,1364083200
Henry Ford Innovation Institute, Health Care ,3000000,operating,USA,Detroit,1,1293840000,1390953600,1390953600
Henry INC., Curated Web ,250000,operating,USA,Winkelman,1,1104537600,1254960000,1254960000
Hepa Wash, Health Care ,7360000,operating,DEU,Munich,2,1104537600,1180396800,1259625600
Heptares Therapeutics, Biotechnology ,21000000,operating,GBR,Welwyn Garden City,1,1167609600,1372291200,1372291200
Hera Therapeutics, Biotechnology ,1601006,operating,USA,San Diego,2,1325376000,1370995200,1404950400
Herborium Group, Biotechnology ,25000,operating,USA,Newark,1,946684800,1321228800,1321228800
Her Campus Media, Colleges ,50000,operating,USA,Boston,1,1253059200,1319414400,1319414400
Here@ Networks, Software ,75000,operating,USA,Twin Cities,1,1315440000,1380585600,1380585600
Here On Biz, iOS ,100000,operating,USA,Los Angeles,1,1326585600,1326585600,1326585600
Heretic Films, Entertainment ,5000000,operating,USA,Pensacola,1,1356998400,1409184000,1409184000
HERMEL DELOR, Lifestyle ,560000,operating,USA,Los Angeles,2,1262304000,1366416000,1397692800
Hermes IQ, SaaS ,118000,operating,USA,Boston,1,1379980800,1358726400,1358726400
Hero Card Management AS, Mobile Social ,378615,operating,EST,Tallinn,2,1388534400,1388534400,1401580800
Heroic, Curated Web ,120000,operating,USA,Twin Cities,1,1309478400,1317427200,1317427200
Heroku, Enterprise Software ,13020000,acquired,USA,SF Bay Area,3,1183248000,1199145600,1273449600
Hero Network. Inc., Technology ,2350000,operating,USA,Philadelphia,4,1286668800,1288137600,1407110400
Hers, Social Media ,1525940,operating,CHN,Beijing,1,1209340800,1301616000,1301616000
Herzio, Music ,475000,operating,ESP,Madrid,1,1293840000,1262649600,1262649600
HESIODO, Textbooks ,40000,operating,ARG,Buenos Aires,1,1330560000,1386547200,1386547200
HESKA, Biotechnology ,3570000,operating,USA,Loveland,1,883612800,1362441600,1362441600
HeTexted, Advice ,500000,operating,USA,New York City,1,1349049600,1365724800,1365724800
hetras, Cloud Computing ,8475000,operating,DEU,Munich,4,1167609600,1260835200,1364774400
Hexadite, Security ,2500000,operating,ISR,Tel Aviv,1,1388534400,1404172800,1404172800
Hexago, Web Hosting ,5280000,operating,TUR,Canakkale,1,852076800,1145836800,1145836800
HexaTech, Hardware + Software ,16258778,operating,USA,Raleigh,6,978307200,1133308800,1390867200
HEXIO, Analytics ,20000,operating,USA,Portland. Maine,1,1201824000,1199923200,1199923200
Hexoskin (Carrí© Technologies), Hardware + Software ,750000,operating,CAN,Montreal,1,1141171200,1346371200,1346371200
HeyBubble, SaaS ,400000,operating,USA,New York City,2,1318809600,1325376000,1325376000
HeyCrowd, Polling ,354935,operating,FRA,Paris,2,1262304000,1317427200,1323907200
Heyday, Local Businesses ,5500000,operating,USA,SF Bay Area,2,1328054400,1386201600,1388707200
HeyLets, Software ,1049955,operating,USA,SF Bay Area,1,1293840000,1403136000,1403136000
Hey. Neighbor!, Marketplaces ,140000,closed,USA,New York City,1,1262304000,1293840000,1293840000
Heyo, Internet Marketing ,2500000,operating,USA,Roanoke,2,1293840000,1336003200,1395100800
Heysan, Messaging ,875000,acquired,USA,SF Bay Area,2,1169596800,1169683200,1185494400
HeySpace, Games ,20000000,closed,CHN,Guangzhou,1,1104537600,1202774400,1202774400
HeyStaks, Personalization ,2414980,operating,IRL,Dublin,2,1225152000,1288224000,1383091200
HeyWire Business, Customer Support Tools ,13329064,operating,USA,Boston,1,1285545600,1288051200,1288051200
Heyzap, Mobile Advertising ,7995000,operating,USA,SF Bay Area,5,1230768000,1230768000,1354320000
Hezmedia Interactive, Education ,100000,operating,MYS,Kuala Lumpur,2,1246492800,1246492800,1307664000
H-FARM Ventures, Mobile ,1929900,operating,GBR,London,2,1104537600,1360540800,1395014400
HG Data Company, Analytics ,6259998,operating,USA,Santa Barbara,5,1285891200,1285891200,1399334400
hi5, Games ,52000000,acquired,USA,SF Bay Area,4,1070236800,1183248000,1278979200
Hiberna, Biotechnology ,100000,operating,USA,Denver,1,1136073600,1236902400,1236902400
Hibernia Atlantic, Security ,13400000,operating,IRL,Dublin,1,1072915200,1262736000,1262736000
Hibernia Networks, Mobile ,25130716,operating,IRL,Dublin,1,1255392000,1261008000,1261008000
Hickies, Fashion ,4200000,operating,USA,New York City,1,1041379200,1393286400,1393286400
HiConversion, Optimization ,5425000,operating,USA,Palm Beaches,3,1136073600,1290470400,1391731200
Hidden City Games, Games ,15000000,closed,USA,Seattle,1,1072915200,1193788800,1193788800
Hidden Radio, Hardware + Software ,720000,operating,USA,SF Bay Area,1,1293840000,1391731200,1391731200
Hifi Engineering, Manufacturing ,5400000,operating,CAN,Calgary,1,1167609600,1393200000,1393200000
HiGear, Automotive ,1300000,acquired,USA,SF Bay Area,2,1293840000,1304208000,1317945600
Higgle, Social Commerce ,300000,operating,USA,SF Bay Area,2,1322697600,1322697600,1372636800
High Cloud Security, Enterprise Software ,1650000,operating,USA,SF Bay Area,1,1230768000,1358812800,1358812800
Higher Learning Technologies, Software ,1000999,operating,USA,Cedar Rapids,1,1338422400,1392076800,1392076800
High Fidelity, Hardware + Software ,6450000,operating,USA,SF Bay Area,3,1364774400,1364774400,1395792000
Highfive, Enterprise Software ,13400000,operating,USA,SF Bay Area,2,1328832000,1341964800,1382572800
HighFive Mobile, Mobile ,340461,operating,USA,Boston,1,1356998400,1383091200,1383091200
High Gear Media, Automotive ,12000000,acquired,USA,SF Bay Area,2,1167609600,1193875200,1246320000
HighGround, Incentives ,10159999,operating,USA,Chicago,3,1325376000,1354320000,1408406400
High Integrity Solutions, Software ,4556909,operating,GBR,Hampshire,1,946684800,1118880000,1118880000
Highlight, Social + Mobile + Local ,4000000,operating,USA,SF Bay Area,2,1317427200,1328054400,1386806400
HighlightCam, Video ,3000000,operating,USA,SF Bay Area,2,1248652800,1243814400,1322524800
Highlighter, Finance ,730000,operating,USA,Seattle,4,1281139200,1288224000,1322697600
Highmark, Insurance ,2300000,operating,USA,Pittsburgh,1,820454400,1407369600,1407369600
HIGH MOBILITY, Product Design ,19299,operating,DEU,Berlin,1,1365120000,1375660800,1375660800
High Performance SmarteBuilding, Software ,735000,operating,USA,Austin,2,1167609600,1243987200,1397433600
HighRoads, Software ,24575900,operating,CAN,Ottawa,6,915148800,1133740800,1403136000
HighScore House, Games ,284775,operating,CAN,Montreal,2,1293840000,1293840000,1327536000
High Society Freeride Company, Sports ,150000,operating,USA,Aspen,1,1041379200,1271894400,1271894400
Hightail, File Sharing ,97400000,operating,USA,SF Bay Area,9,1101859200,1122854400,1396310400
High Tech Youth Network, Nonprofits ,1000000,operating,NZL,Auckland,1,1369008000,1407196800,1407196800
Hightower, Mobile Enterprise ,8620000,operating,USA,New York City,2,1362096000,1387497600,1408579200
HighTower Advisors, Finance ,200000000,operating,USA,Chicago,2,1199145600,1263340800,1405382400
High Tower Software, Security ,1000000,acquired,USA,Anaheim,1,915148800,1162252800,1162252800
HIGHVIEW HEALTHCARE PARTNERS, Biotechnology ,905421,operating,USA,Buffalo,2,1136073600,1243900800,1368489600
Highwinds, Software ,311800000,operating,USA,Orlando,4,1009843200,2840140800,1375920000
hike, Mobile ,86000000,operating,IND,New Delhi,3,1355270400,1366848000,1409011200
HiLine Coffee Company, E-Commerce ,500000,operating,USA,New York City,1,1356998400,1390694400,1390694400
Hillcrest Labs, Sensors ,9542562,operating,USA,Washington D.C.,2,978307200,1302566400,1330300800
Hillerich & Bradsby, Curated Web ,40000000,operating,USA,Denver,1,-2713910400,1376870400,1376870400
HiLo Tickets, Ticketing ,40000,operating,USA,Hartford,1,1295395200,1295395200,1295395200
Hinge, Mobile ,8699999,operating,USA,New York City,3,1296518400,1331078400,1404172800
Hingi, Software ,3400000,operating,ISR,Tel Aviv,1,1104537600,1179619200,1179619200
hint, Curated Web ,5900000,closed,USA,SF Bay Area,1,1262304000,1341792000,1341792000
hiogi, SaaS ,135160,operating,DEU,Berlin,2,1179360000,1179360000,1242000000
hipages Group, Advertising ,5555555,operating,AUS,Sydney,1,1136073600,1398902400,1398902400
HipChat, Chat ,100000,acquired,USA,SF Bay Area,1,1251763200,1281398400,1281398400
Hipcricket. Inc., Advertising ,250000,operating,USA,New York City,1,915148800,1349222400,1349222400
HiperScan, Health Care ,1234970,operating,DEU,Sachsen,2,1136073600,1232323200,1383696000
HipGeo, Travel ,500000,operating,USA,Anaheim,1,1280620800,1303257600,1303257600
Hip Innovation Technology, Manufacturing ,225000,operating,USA,Ft. Lauderdale,1,1293840000,1300665600,1300665600
HipLink, Telecommunications ,1000000,operating,USA,SF Bay Area,1,725846400,1405036800,1405036800
HipLogic, Mobile ,14664565,acquired,USA,SF Bay Area,2,1104537600,1202428800,1259712000
HipLogiq, Social Media Marketing ,12000000,operating,USA,Atlanta,2,1362700800,1368403200,1384732800
Hipmunk, Hotels ,40215000,operating,USA,SF Bay Area,5,1262304000,1282003200,1401408000
Hippocampus Learning Centres, Education ,20997981,operating,IND,Bangalore,5,1262304000,1328400000,1404259200
Hippocrates Gate, Software ,125000,operating,USA,Los Angeles,1,1199145600,1379894400,1379894400
Hipscan, Mobile ,100000,operating,USA,SF Bay Area,1,1292025600,1356998400,1356998400
Hipster, Curated Web ,1000000,acquired,USA,SF Bay Area,1,1293840000,1305504000,1305504000
Hipvan, E-Commerce ,1400000,operating,SGP,Central Region,2,1356998400,1372377600,1409097600
HipWay, Startups ,2900000,operating,RUS,Moscow,3,1286668800,1285891200,1320105600
HireAHelper, Curated Web ,150000,operating,USA,San Diego,1,1146441600,1177977600,1177977600
Hire An Esquire, Legal ,725000,operating,USA,Philadelphia,3,1293840000,1326153600,1398902400
HireArt, Human Resources ,1400000,operating,USA,New York City,1,1325376000,1325376000,1325376000
Hired, Marketplaces ,17700000,operating,USA,SF Bay Area,2,1335830400,1356998400,1395619200
Hire-Intelligence, Software ,750000,operating,USA,Long Island,1,1293840000,1293840000,1293840000
HireIQ Solutions, Predictive Analytics ,5872344,operating,USA,Atlanta,6,1220745600,1269993600,1380067200
Hireology, Analytics ,13031776,operating,USA,Chicago,4,1277942400,1338768000,1407801600
HireVue, Human Resources ,52000000,operating,USA,Salt Lake City,3,1080777600,1280188800,1380672000
HiringSolved, Search ,1000000,operating,USA,Phoenix,1,1335052800,1384992000,1384992000
HiringThing, Social Recruiting ,1000000,operating,USA,Portland. ME,1,1330560000,1330560000,1330560000
HIRO Media, Media ,5000000,operating,ISR,Tel Aviv,1,1072915200,1333411200,1333411200
Hi-Stor Technologies, Software ,3480000,closed,FRA,Midi-Pyrenees,2,852076800,1104537600,1193788800
HistoRx, Biotechnology ,5760546,acquired,USA,Hartford,2,1072915200,1258934400,1306454400
HistoryFile, Hospitality ,6000,operating,IND,Kochi,1,1214870400,1216944000,1216944000
HistoSonics, Biotechnology ,25172418,operating,USA,Detroit,2,1230768000,1266796800,1400457600
Histros, Education ,300000,operating,USA,SF Bay Area,1,1317427200,1325376000,1325376000
Hitch Radio, Social Network Media ,715000,operating,USA,Los Angeles,1,1230768000,1352592000,1352592000
Hi-Tech Solutions, Software ,3000000,operating,ISR,Tel Aviv,1,694224000,1199232000,1199232000
HitFix, Entertainment ,6800000,operating,USA,Los Angeles,3,1230768000,1238544000,1372723200
Hithru, Mobile ,50000,operating,ESP,Madrid,1,1346976000,1349049600,1349049600
Hitlab, Music ,5000000,operating,CAN,Montreal,1,1230768000,1304208000,1304208000
HitMeUp, Real Time ,161671,operating,GBR,London,1,1296518400,1356998400,1356998400
Hitpost, Sports ,2000000,acquired,USA,SF Bay Area,3,1238544000,1262304000,1335398400
Hit Systems, Cloud Computing ,125000,closed,USA,Orlando,1,1220227200,1220227200,1220227200
HItviews, Networking ,2285000,operating,USA,New York City,3,1194998400,1196294400,1217548800
Hí_vding, Hardware ,4121860,operating,SWE,Malmo,1,1104537600,1399939200,1399939200
Hivelocity, Software ,270163,operating,JPN,Tokyo,1,1092182400,1092182400,1092182400
Hively, Curated Web ,25000,operating,USA,Portland. ME,1,1304899200,1320364800,1320364800
Hivext Technologies, Web Hosting ,2500000,operating,USA,SF Bay Area,2,1287619200,1292198400,1335225600
HiWired, Software ,14000000,acquired,USA,Boston,2,1072915200,1199145600,1199232000
hiyalife, Hardware ,640000,operating,GBR,London,3,1309478400,1325376000,1362096000
HKS MediaGroup, Advertising ,850000,operating,USA,Houston,2,1314316800,1340150400,1345507200
HLH ELECTRONICS, Hardware + Software ,347000,operating,DNK,Sjelland,1,1767225600,1170028800,1170028800
Hlidacky.cz, Curated Web ,10000,operating,CZE,Prague,1,1356998400,1362960000,1362960000
Hmall.ma, Coupons ,1600000,operating,MAR,Casablanca,1,1340064000,1376352000,1376352000
Hmizate.ma, E-Commerce ,1600000,operating,MAR,Casablanca,2,1290124800,1298246400,1375747200
HN Discounts Corporation, Fashion ,25000,operating,USA,Atlanta,1,1317427200,1317427200,1317427200
Hoana Medical, Hardware + Software ,1245600,operating,USA,Honolulu,2,946684800,1294704000,1325635200
HobbyTalk, Peer-to-Peer ,301104,closed,GBR,Amersham,2,1204761600,1199145600,1264723200
Hoblee, Curated Web ,25000,operating,CHL,Santiago,1,1355788800,1355788800,1355788800
Hobo Labs, Mobile Games ,4000000,operating,USA,SF Bay Area,1,1388534400,1409616000,1409616000
hoccer, Curated Web ,64330000,operating,DEU,Berlin,1,1230768000,1395878400,1395878400
Hojoki, Cloud Computing ,620000,operating,DEU,Chemnitz,2,1298937600,1321920000,1351728000
